district,leg_assembly,booth_no,polling_station_name,eng_file_name,mal_file_name
4.KOZHIKODE,24.PERAMBRA,063,C.K.G.MemmorialGovt. College Perambra Northside Ground Floor Room No. 110,kerala_pdfs/eng_04_024_063.pdf,kerala_pdfs/mal_04_024_063.pdf
4.KOZHIKODE,24.PERAMBRA,064,C.K.G.MemmorialGovt. College Perambra Middle side Ground Floor Room No. 107,kerala_pdfs/eng_04_024_064.pdf,kerala_pdfs/mal_04_024_064.pdf
4.KOZHIKODE,24.PERAMBRA,065,C.K.G.MemmorialGovt. College Perambra South Side  Ground Floor Room No. 103,kerala_pdfs/eng_04_024_065.pdf,kerala_pdfs/mal_04_024_065.pdf
4.KOZHIKODE,24.PERAMBRA,066,C.K.G.MemmorialGovt. College Perambra South Side  ,kerala_pdfs/eng_04_024_066.pdf,kerala_pdfs/mal_04_024_066.pdf
4.KOZHIKODE,24.PERAMBRA,067,Training & Risources Centre Perambra Block Panchayath Govt. U.P.School Compound Perambra,kerala_pdfs/eng_04_024_067.pdf,kerala_pdfs/mal_04_024_067.pdf
4.KOZHIKODE,24.PERAMBRA,068,Govt. U.P.School Perambra,kerala_pdfs/eng_04_024_068.pdf,kerala_pdfs/mal_04_024_068.pdf
4.KOZHIKODE,24.PERAMBRA,069,Vrindavan Aided U.P.School Menhaniam South Side,kerala_pdfs/eng_04_024_069.pdf,kerala_pdfs/mal_04_024_069.pdf
4.KOZHIKODE,24.PERAMBRA,070,Vrindavan Aided U.P.School Menhaniam North Side,kerala_pdfs/eng_04_024_070.pdf,kerala_pdfs/mal_04_024_070.pdf
4.KOZHIKODE,24.PERAMBRA,071,Mappila L.P.School Marutheri West Side,kerala_pdfs/eng_04_024_071.pdf,kerala_pdfs/mal_04_024_071.pdf
4.KOZHIKODE,24.PERAMBRA,072,Anganvadi No 96 Vengapatta,kerala_pdfs/eng_04_024_072.pdf,kerala_pdfs/mal_04_024_072.pdf
4.KOZHIKODE,24.PERAMBRA,073,Aided  U.P.School Perambra East Side,kerala_pdfs/eng_04_024_073.pdf,kerala_pdfs/mal_04_024_073.pdf
4.KOZHIKODE,24.PERAMBRA,074,Aided  U.P.School Perambra West Side,kerala_pdfs/eng_04_024_074.pdf,kerala_pdfs/mal_04_024_074.pdf
4.KOZHIKODE,24.PERAMBRA,075,Muyippoth Mappila U P School (Right Side),kerala_pdfs/eng_04_024_075.pdf,kerala_pdfs/mal_04_024_075.pdf
4.KOZHIKODE,24.PERAMBRA,076,Muyippoth Mappila U P School (Left Side),kerala_pdfs/eng_04_024_076.pdf,kerala_pdfs/mal_04_024_076.pdf
4.KOZHIKODE,24.PERAMBRA,077,Muyippoth Mappila U P School (Left Side),kerala_pdfs/eng_04_024_077.pdf,kerala_pdfs/mal_04_024_077.pdf
4.KOZHIKODE,24.PERAMBRA,078,Muyippoth Mappila U P School (South Side),kerala_pdfs/eng_04_024_078.pdf,kerala_pdfs/mal_04_024_078.pdf
4.KOZHIKODE,24.PERAMBRA,079,Avala Kuttoth L P School,kerala_pdfs/eng_04_024_079.pdf,kerala_pdfs/mal_04_024_079.pdf
4.KOZHIKODE,24.PERAMBRA,080,Cheruvannur North Mappila L P School,kerala_pdfs/eng_04_024_080.pdf,kerala_pdfs/mal_04_024_080.pdf
4.KOZHIKODE,24.PERAMBRA,081,Avala U P School (Right Side),kerala_pdfs/eng_04_024_081.pdf,kerala_pdfs/mal_04_024_081.pdf
4.KOZHIKODE,24.PERAMBRA,082,Avala U P School (Left Side),kerala_pdfs/eng_04_024_082.pdf,kerala_pdfs/mal_04_024_082.pdf
4.KOZHIKODE,24.PERAMBRA,083,Avala Govt High School (East Side),kerala_pdfs/eng_04_024_083.pdf,kerala_pdfs/mal_04_024_083.pdf
4.KOZHIKODE,24.PERAMBRA,084,Govt.Mappila LP School Avala Kuttoth,kerala_pdfs/eng_04_024_084.pdf,kerala_pdfs/mal_04_024_084.pdf
4.KOZHIKODE,24.PERAMBRA,085,Pambirikkunnu L P School,kerala_pdfs/eng_04_024_085.pdf,kerala_pdfs/mal_04_024_085.pdf
4.KOZHIKODE,24.PERAMBRA,086,Cheruvannur Govt U P School,kerala_pdfs/eng_04_024_086.pdf,kerala_pdfs/mal_04_024_086.pdf
4.KOZHIKODE,24.PERAMBRA,087,Cheruvannur Govt U P School,kerala_pdfs/eng_04_024_087.pdf,kerala_pdfs/mal_04_024_087.pdf
4.KOZHIKODE,24.PERAMBRA,088,Cheruvannur West L P School (South Side),kerala_pdfs/eng_04_024_088.pdf,kerala_pdfs/mal_04_024_088.pdf
4.KOZHIKODE,24.PERAMBRA,089,Cheruvannur West L P School (North Side),kerala_pdfs/eng_04_024_089.pdf,kerala_pdfs/mal_04_024_089.pdf
4.KOZHIKODE,24.PERAMBRA,090,Muyippoth L P School,kerala_pdfs/eng_04_024_090.pdf,kerala_pdfs/mal_04_024_090.pdf
4.KOZHIKODE,24.PERAMBRA,091,"Mappila Lower Primary School , Thurayur",kerala_pdfs/eng_04_024_091.pdf,kerala_pdfs/mal_04_024_091.pdf
4.KOZHIKODE,24.PERAMBRA,092,Thurayur Govt. Upper Primary School (West Side),kerala_pdfs/eng_04_024_092.pdf,kerala_pdfs/mal_04_024_092.pdf
4.KOZHIKODE,24.PERAMBRA,093,Thurayur Govt. Upper Primary School (South Side),kerala_pdfs/eng_04_024_093.pdf,kerala_pdfs/mal_04_024_093.pdf
4.KOZHIKODE,24.PERAMBRA,094,"Baffakki Thangal Memmorial Secondary School , Thurayur",kerala_pdfs/eng_04_024_094.pdf,kerala_pdfs/mal_04_024_094.pdf
4.KOZHIKODE,24.PERAMBRA,095,Govt . Lower Primary School Mokappur,kerala_pdfs/eng_04_024_095.pdf,kerala_pdfs/mal_04_024_095.pdf
4.KOZHIKODE,24.PERAMBRA,096,"Kuluppa Aided Lower Primary School , Iringath",kerala_pdfs/eng_04_024_096.pdf,kerala_pdfs/mal_04_024_096.pdf
4.KOZHIKODE,24.PERAMBRA,097,Iringath Upper Primary School ( East Side),kerala_pdfs/eng_04_024_097.pdf,kerala_pdfs/mal_04_024_097.pdf
4.KOZHIKODE,24.PERAMBRA,098,Iringath Upper Primary School ( West Side),kerala_pdfs/eng_04_024_098.pdf,kerala_pdfs/mal_04_024_098.pdf
4.KOZHIKODE,24.PERAMBRA,099,Vilayattoor Govt L P School (Right Side),kerala_pdfs/eng_04_024_099.pdf,kerala_pdfs/mal_04_024_099.pdf
4.KOZHIKODE,24.PERAMBRA,100,Vilayattoor Govt L P School (Left Side),kerala_pdfs/eng_04_024_100.pdf,kerala_pdfs/mal_04_024_100.pdf
4.KOZHIKODE,24.PERAMBRA,101,Vilayattoor Elambilatt Mappila U P S (Left Side),kerala_pdfs/eng_04_024_101.pdf,kerala_pdfs/mal_04_024_101.pdf
4.KOZHIKODE,24.PERAMBRA,102,Vilayattoor Elambilatt Mappila U P S (Right Side),kerala_pdfs/eng_04_024_102.pdf,kerala_pdfs/mal_04_024_102.pdf
4.KOZHIKODE,24.PERAMBRA,103,Karayatt Govindan Master Smaraka U P School Kozhukkallur (West Side Building Left Side),kerala_pdfs/eng_04_024_103.pdf,kerala_pdfs/mal_04_024_103.pdf
4.KOZHIKODE,24.PERAMBRA,104,Karayatt Govindan Master Smaraka U P School Kozhukkallur (West Side Building Right Side),kerala_pdfs/eng_04_024_104.pdf,kerala_pdfs/mal_04_024_104.pdf
4.KOZHIKODE,24.PERAMBRA,105,Nidumpoyil  Mappila LP School,kerala_pdfs/eng_04_024_105.pdf,kerala_pdfs/mal_04_024_105.pdf
4.KOZHIKODE,24.PERAMBRA,106,Narakkod L P School (Anex Building South Side),kerala_pdfs/eng_04_024_106.pdf,kerala_pdfs/mal_04_024_106.pdf
4.KOZHIKODE,24.PERAMBRA,107,Narakkod L P School (Anex Building North Side),kerala_pdfs/eng_04_024_107.pdf,kerala_pdfs/mal_04_024_107.pdf
4.KOZHIKODE,24.PERAMBRA,108,Vilayattoor Elambilad L P School (Left Side),kerala_pdfs/eng_04_024_108.pdf,kerala_pdfs/mal_04_024_108.pdf
4.KOZHIKODE,24.PERAMBRA,109,Vilayattoor Elambilad L P School (Right Side),kerala_pdfs/eng_04_024_109.pdf,kerala_pdfs/mal_04_024_109.pdf
4.KOZHIKODE,24.PERAMBRA,110,Keezhppayyur U P School (Left Side),kerala_pdfs/eng_04_024_110.pdf,kerala_pdfs/mal_04_024_110.pdf
4.KOZHIKODE,24.PERAMBRA,111,Keezhppayyur U P School (Right Side),kerala_pdfs/eng_04_024_111.pdf,kerala_pdfs/mal_04_024_111.pdf
4.KOZHIKODE,24.PERAMBRA,112,Keezhppayyur West L P School (Left Side),kerala_pdfs/eng_04_024_112.pdf,kerala_pdfs/mal_04_024_112.pdf
4.KOZHIKODE,24.PERAMBRA,113,Keezhppayyur West L P School (Right Side),kerala_pdfs/eng_04_024_113.pdf,kerala_pdfs/mal_04_024_113.pdf
4.KOZHIKODE,24.PERAMBRA,114,Govt Vocational H S S Meppayyur (Right Side),kerala_pdfs/eng_04_024_114.pdf,kerala_pdfs/mal_04_024_114.pdf
4.KOZHIKODE,24.PERAMBRA,115,Govt Vocational H S S Meppayyur (Left Side),kerala_pdfs/eng_04_024_115.pdf,kerala_pdfs/mal_04_024_115.pdf
4.KOZHIKODE,24.PERAMBRA,116,Kayalatt L P School,kerala_pdfs/eng_04_024_116.pdf,kerala_pdfs/mal_04_024_116.pdf
4.KOZHIKODE,24.PERAMBRA,117,Changaramvally Mappila L P School,kerala_pdfs/eng_04_024_117.pdf,kerala_pdfs/mal_04_024_117.pdf
4.KOZHIKODE,24.PERAMBRA,118,"Nambrathukara Upper Primary  School , Naduvathur (East Side )",kerala_pdfs/eng_04_024_118.pdf,kerala_pdfs/mal_04_024_118.pdf
4.KOZHIKODE,24.PERAMBRA,119,"Nambrathukara Upper Primary  School , Naduvathur (West Side )",kerala_pdfs/eng_04_024_119.pdf,kerala_pdfs/mal_04_024_119.pdf
4.KOZHIKODE,24.PERAMBRA,120,Naduvathur South Lower Primary School,kerala_pdfs/eng_04_024_120.pdf,kerala_pdfs/mal_04_024_120.pdf
4.KOZHIKODE,24.PERAMBRA,121,Naduvathur East Lower Primary School ,kerala_pdfs/eng_04_024_121.pdf,kerala_pdfs/mal_04_024_121.pdf
4.KOZHIKODE,24.PERAMBRA,122,Naduvathur Upper Primary School (West Side ),kerala_pdfs/eng_04_024_122.pdf,kerala_pdfs/mal_04_024_122.pdf
4.KOZHIKODE,24.PERAMBRA,123,Naduvathur Upper Primary School (West Side ),kerala_pdfs/eng_04_024_123.pdf,kerala_pdfs/mal_04_024_123.pdf
4.KOZHIKODE,24.PERAMBRA,124,Keezhariyur West Mappila Lower Primary School,kerala_pdfs/eng_04_024_124.pdf,kerala_pdfs/mal_04_024_124.pdf
4.KOZHIKODE,24.PERAMBRA,125,Kannoth Upper Primary School Keezhariyur ( East Side ),kerala_pdfs/eng_04_024_125.pdf,kerala_pdfs/mal_04_024_125.pdf
4.KOZHIKODE,24.PERAMBRA,126,Kannoth Upper Primary School Keezhariyur ( East Side ),kerala_pdfs/eng_04_024_126.pdf,kerala_pdfs/mal_04_024_126.pdf
4.KOZHIKODE,24.PERAMBRA,127,Kannoth Upper Primary School Keezhariyur ( West Side ),kerala_pdfs/eng_04_024_127.pdf,kerala_pdfs/mal_04_024_127.pdf
4.KOZHIKODE,24.PERAMBRA,128,Arikkulam U.P.School Right Side,kerala_pdfs/eng_04_024_128.pdf,kerala_pdfs/mal_04_024_128.pdf
4.KOZHIKODE,24.PERAMBRA,129,Uralloor Mappila U.P.School South Side,kerala_pdfs/eng_04_024_129.pdf,kerala_pdfs/mal_04_024_129.pdf
4.KOZHIKODE,24.PERAMBRA,130,Uralloor Mappila U.P.School South Side,kerala_pdfs/eng_04_024_130.pdf,kerala_pdfs/mal_04_024_130.pdf
4.KOZHIKODE,24.PERAMBRA,131,Arikkulam L.P.School Right Side,kerala_pdfs/eng_04_024_131.pdf,kerala_pdfs/mal_04_024_131.pdf
4.KOZHIKODE,24.PERAMBRA,132,Arikkulam U.P.School Left Side,kerala_pdfs/eng_04_024_132.pdf,kerala_pdfs/mal_04_024_132.pdf
4.KOZHIKODE,24.PERAMBRA,133,K.P.M.S.M.H.S. Main Hall Arikkulam South Side,kerala_pdfs/eng_04_024_133.pdf,kerala_pdfs/mal_04_024_133.pdf
4.KOZHIKODE,24.PERAMBRA,134,K.P.M.S.M.H.S. Main Hall Arikkulam North Side,kerala_pdfs/eng_04_024_134.pdf,kerala_pdfs/mal_04_024_134.pdf
4.KOZHIKODE,24.PERAMBRA,135,Karayad Aided L.P.School North Side,kerala_pdfs/eng_04_024_135.pdf,kerala_pdfs/mal_04_024_135.pdf
4.KOZHIKODE,24.PERAMBRA,136,Karayad Aided L.P.School South Side,kerala_pdfs/eng_04_024_136.pdf,kerala_pdfs/mal_04_024_136.pdf
4.KOZHIKODE,24.PERAMBRA,137,Karayad Aided Mappila  L.P.School North Side,kerala_pdfs/eng_04_024_137.pdf,kerala_pdfs/mal_04_024_137.pdf
4.KOZHIKODE,24.PERAMBRA,138,Karayad Aided Mappila  L.P.School South Side,kerala_pdfs/eng_04_024_138.pdf,kerala_pdfs/mal_04_024_138.pdf
4.KOZHIKODE,24.PERAMBRA,139,Karayad East L.P.School Left Side,kerala_pdfs/eng_04_024_139.pdf,kerala_pdfs/mal_04_024_139.pdf
4.KOZHIKODE,24.PERAMBRA,140,Karayad East L.P.School Right Side,kerala_pdfs/eng_04_024_140.pdf,kerala_pdfs/mal_04_024_140.pdf
4.KOZHIKODE,24.PERAMBRA,141,Aided U.P.School Kalpathur East Side,kerala_pdfs/eng_04_024_141.pdf,kerala_pdfs/mal_04_024_141.pdf
4.KOZHIKODE,24.PERAMBRA,142,Aided L.P.School Kalpathur West Side,kerala_pdfs/eng_04_024_142.pdf,kerala_pdfs/mal_04_024_142.pdf
4.KOZHIKODE,24.PERAMBRA,143,Aided U.P.School Kalpathur Middle Side,kerala_pdfs/eng_04_024_143.pdf,kerala_pdfs/mal_04_024_143.pdf
4.KOZHIKODE,24.PERAMBRA,144,Aided U.P.School Valiakkode Left Side,kerala_pdfs/eng_04_024_144.pdf,kerala_pdfs/mal_04_024_144.pdf
4.KOZHIKODE,24.PERAMBRA,145,Aided U.P.School Valiakkode Right Side,kerala_pdfs/eng_04_024_145.pdf,kerala_pdfs/mal_04_024_145.pdf
4.KOZHIKODE,24.PERAMBRA,146,Kannambath ALP School ,kerala_pdfs/eng_04_024_146.pdf,kerala_pdfs/mal_04_024_146.pdf
4.KOZHIKODE,24.PERAMBRA,147,Aided L.P.School Chenoli Right Side,kerala_pdfs/eng_04_024_147.pdf,kerala_pdfs/mal_04_024_147.pdf
4.KOZHIKODE,24.PERAMBRA,148,Aided L.P.School Chenoli ,kerala_pdfs/eng_04_024_148.pdf,kerala_pdfs/mal_04_024_148.pdf
4.KOZHIKODE,24.PERAMBRA,149,Govt. L.P.School Puttad Right Side,kerala_pdfs/eng_04_024_149.pdf,kerala_pdfs/mal_04_024_149.pdf
4.KOZHIKODE,24.PERAMBRA,150,Govt. L.P.School Puttad Left Side,kerala_pdfs/eng_04_024_150.pdf,kerala_pdfs/mal_04_024_150.pdf
4.KOZHIKODE,24.PERAMBRA,151,Govt. U.P.School Valoor East Block Left Side,kerala_pdfs/eng_04_024_151.pdf,kerala_pdfs/mal_04_024_151.pdf
4.KOZHIKODE,24.PERAMBRA,152,Govt. U.P.School Valoor East Block Right Side,kerala_pdfs/eng_04_024_152.pdf,kerala_pdfs/mal_04_024_152.pdf
4.KOZHIKODE,24.PERAMBRA,153,Aided Mappila L.P.School Nochad South Side,kerala_pdfs/eng_04_024_153.pdf,kerala_pdfs/mal_04_024_153.pdf
4.KOZHIKODE,24.PERAMBRA,154,Aided Mappila L.P.School Nochad North Side,kerala_pdfs/eng_04_024_154.pdf,kerala_pdfs/mal_04_024_154.pdf
4.KOZHIKODE,24.PERAMBRA,155,Aided L.P. School Nochad,kerala_pdfs/eng_04_024_155.pdf,kerala_pdfs/mal_04_024_155.pdf
4.KOZHIKODE,24.PERAMBRA,156,Govt. L.P.School Cheruvaloor South Side,kerala_pdfs/eng_04_024_156.pdf,kerala_pdfs/mal_04_024_156.pdf
4.KOZHIKODE,24.PERAMBRA,157,Govt. L.P.School Cheruvaloor North Side,kerala_pdfs/eng_04_024_157.pdf,kerala_pdfs/mal_04_024_157.pdf
4.KOZHIKODE,24.PERAMBRA,158,Aided. U.P.School Velliyoor South Side,kerala_pdfs/eng_04_024_158.pdf,kerala_pdfs/mal_04_024_158.pdf
4.KOZHIKODE,24.PERAMBRA,159,Aided. U.P.School Velliyoor North Side,kerala_pdfs/eng_04_024_159.pdf,kerala_pdfs/mal_04_024_159.pdf
4.KOZHIKODE,25.BALUSSERI,001,Aided Mappila U.P.School Naduvannur Right Side,kerala_pdfs/eng_04_025_001.pdf,kerala_pdfs/mal_04_025_001.pdf
4.KOZHIKODE,25.BALUSSERI,002,"Govt.High School Naduvannur NorthBlock, West Side",kerala_pdfs/eng_04_025_002.pdf,kerala_pdfs/mal_04_025_002.pdf
4.KOZHIKODE,25.BALUSSERI,003,Govt.High School Naduvannur NorthBlock,kerala_pdfs/eng_04_025_003.pdf,kerala_pdfs/mal_04_025_003.pdf
4.KOZHIKODE,25.BALUSSERI,004,Govt.High School Naduvannur NorthBlock,kerala_pdfs/eng_04_025_004.pdf,kerala_pdfs/mal_04_025_004.pdf
4.KOZHIKODE,25.BALUSSERI,005,Govt.  Higher Secondary School Naduvannur North Side,kerala_pdfs/eng_04_025_005.pdf,kerala_pdfs/mal_04_025_005.pdf
4.KOZHIKODE,25.BALUSSERI,006,Govt. Wealfare L.P.School Kavumthara Kavil South Side,kerala_pdfs/eng_04_025_006.pdf,kerala_pdfs/mal_04_025_006.pdf
4.KOZHIKODE,25.BALUSSERI,007,Govt. Wealfare L.P.School Kavumthara Kavil Right Side,kerala_pdfs/eng_04_025_007.pdf,kerala_pdfs/mal_04_025_007.pdf
4.KOZHIKODE,25.BALUSSERI,008,Aided L.P.School Mandankavu Old Block,kerala_pdfs/eng_04_025_008.pdf,kerala_pdfs/mal_04_025_008.pdf
4.KOZHIKODE,25.BALUSSERI,009,Aided L.P.School Mandankavu New Block,kerala_pdfs/eng_04_025_009.pdf,kerala_pdfs/mal_04_025_009.pdf
4.KOZHIKODE,25.BALUSSERI,010,Aided Mappila L.P.School Kavil South Side,kerala_pdfs/eng_04_025_010.pdf,kerala_pdfs/mal_04_025_010.pdf
4.KOZHIKODE,25.BALUSSERI,011,Aided  U.P.School Kavumthara North Block West Side,kerala_pdfs/eng_04_025_011.pdf,kerala_pdfs/mal_04_025_011.pdf
4.KOZHIKODE,25.BALUSSERI,012,Kavumthara Aided U.P.School West Block Middle Side,kerala_pdfs/eng_04_025_012.pdf,kerala_pdfs/mal_04_025_012.pdf
4.KOZHIKODE,25.BALUSSERI,013,Aided U.P.School Kavumthara South Block,kerala_pdfs/eng_04_025_013.pdf,kerala_pdfs/mal_04_025_013.pdf
4.KOZHIKODE,25.BALUSSERI,014,AMLP School Elankamal Left Side,kerala_pdfs/eng_04_025_014.pdf,kerala_pdfs/mal_04_025_014.pdf
4.KOZHIKODE,25.BALUSSERI,015,Govt. U.P.School Karuvannur West  Block North Side,kerala_pdfs/eng_04_025_015.pdf,kerala_pdfs/mal_04_025_015.pdf
4.KOZHIKODE,25.BALUSSERI,016,Govt. U.P.School Karuvannur North Block Middle Side,kerala_pdfs/eng_04_025_016.pdf,kerala_pdfs/mal_04_025_016.pdf
4.KOZHIKODE,25.BALUSSERI,017,Govt. U.P.School Karuvannur North Block South Side,kerala_pdfs/eng_04_025_017.pdf,kerala_pdfs/mal_04_025_017.pdf
4.KOZHIKODE,25.BALUSSERI,018,Moolad Hindu Aided L.P.School Left Side,kerala_pdfs/eng_04_025_018.pdf,kerala_pdfs/mal_04_025_018.pdf
4.KOZHIKODE,25.BALUSSERI,019,Moolad Hindu Aided L.P.School Right Side,kerala_pdfs/eng_04_025_019.pdf,kerala_pdfs/mal_04_025_019.pdf
4.KOZHIKODE,25.BALUSSERI,020,Kottur Aided U.P.School Right Side,kerala_pdfs/eng_04_025_020.pdf,kerala_pdfs/mal_04_025_020.pdf
4.KOZHIKODE,25.BALUSSERI,021,Kottur Aided U.P.School Left Side,kerala_pdfs/eng_04_025_021.pdf,kerala_pdfs/mal_04_025_021.pdf
4.KOZHIKODE,25.BALUSSERI,022,Thiruvode Aided L.P.School,kerala_pdfs/eng_04_025_022.pdf,kerala_pdfs/mal_04_025_022.pdf
4.KOZHIKODE,25.BALUSSERI,023,Paloli AMLP School ,kerala_pdfs/eng_04_025_023.pdf,kerala_pdfs/mal_04_025_023.pdf
4.KOZHIKODE,25.BALUSSERI,024,Paloli AMLP School ,kerala_pdfs/eng_04_025_024.pdf,kerala_pdfs/mal_04_025_024.pdf
4.KOZHIKODE,25.BALUSSERI,025,"Govt. L.P.School Vakayad, Right Side",kerala_pdfs/eng_04_025_025.pdf,kerala_pdfs/mal_04_025_025.pdf
4.KOZHIKODE,25.BALUSSERI,026,"Govt. L.P.School Vakayad, Left Side",kerala_pdfs/eng_04_025_026.pdf,kerala_pdfs/mal_04_025_026.pdf
4.KOZHIKODE,25.BALUSSERI,027,Vakayad UP School North Side New Building,kerala_pdfs/eng_04_025_027.pdf,kerala_pdfs/mal_04_025_027.pdf
4.KOZHIKODE,25.BALUSSERI,028,Vakayad U.P.School North Side,kerala_pdfs/eng_04_025_028.pdf,kerala_pdfs/mal_04_025_028.pdf
4.KOZHIKODE,25.BALUSSERI,029,Thrikkuttisseri Govt. U.P.School Right Side,kerala_pdfs/eng_04_025_029.pdf,kerala_pdfs/mal_04_025_029.pdf
4.KOZHIKODE,25.BALUSSERI,030,Thrikkuttisseri Govt. U.P.School Left Side,kerala_pdfs/eng_04_025_030.pdf,kerala_pdfs/mal_04_025_030.pdf
4.KOZHIKODE,25.BALUSSERI,031,Govt. L.P.School Neeroth Right Side,kerala_pdfs/eng_04_025_031.pdf,kerala_pdfs/mal_04_025_031.pdf
4.KOZHIKODE,25.BALUSSERI,032,Govt. L.P.School Neeroth Left Side,kerala_pdfs/eng_04_025_032.pdf,kerala_pdfs/mal_04_025_032.pdf
4.KOZHIKODE,25.BALUSSERI,033,Poonath Nellisseri Aided U.P. School Right Side,kerala_pdfs/eng_04_025_033.pdf,kerala_pdfs/mal_04_025_033.pdf
4.KOZHIKODE,25.BALUSSERI,034,Poonath Nellisseri Aided U.P. School Left Side,kerala_pdfs/eng_04_025_034.pdf,kerala_pdfs/mal_04_025_034.pdf
4.KOZHIKODE,25.BALUSSERI,035,Avidanallur Aided L.P.Elambilasseri Right Side,kerala_pdfs/eng_04_025_035.pdf,kerala_pdfs/mal_04_025_035.pdf
4.KOZHIKODE,25.BALUSSERI,036,Avidanallur Aided L.P.Elambilasseri Left Side,kerala_pdfs/eng_04_025_036.pdf,kerala_pdfs/mal_04_025_036.pdf
4.KOZHIKODE,25.BALUSSERI,037,Govt. High School Avidanallur Right Side,kerala_pdfs/eng_04_025_037.pdf,kerala_pdfs/mal_04_025_037.pdf
4.KOZHIKODE,25.BALUSSERI,038,Govt. High School Avidanallur Left Side,kerala_pdfs/eng_04_025_038.pdf,kerala_pdfs/mal_04_025_038.pdf
4.KOZHIKODE,25.BALUSSERI,039,Naraymkulam Aided U.P.School Left Side,kerala_pdfs/eng_04_025_039.pdf,kerala_pdfs/mal_04_025_039.pdf
4.KOZHIKODE,25.BALUSSERI,040,Naraymkulam Aided U.P.School Right Side,kerala_pdfs/eng_04_025_040.pdf,kerala_pdfs/mal_04_025_040.pdf
4.KOZHIKODE,25.BALUSSERI,041,Govt. U.P.School Kayanna Left Side,kerala_pdfs/eng_04_025_041.pdf,kerala_pdfs/mal_04_025_041.pdf
4.KOZHIKODE,25.BALUSSERI,042,Govt. U.P.School Kayanna Middle Side,kerala_pdfs/eng_04_025_042.pdf,kerala_pdfs/mal_04_025_042.pdf
4.KOZHIKODE,25.BALUSSERI,043,Govt. U.P.School Kayanna Right Side,kerala_pdfs/eng_04_025_043.pdf,kerala_pdfs/mal_04_025_043.pdf
4.KOZHIKODE,25.BALUSSERI,044,Govt VHS Kayanna,kerala_pdfs/eng_04_025_044.pdf,kerala_pdfs/mal_04_025_044.pdf
4.KOZHIKODE,25.BALUSSERI,045,Aided U.P.School Mattanode Right Side,kerala_pdfs/eng_04_025_045.pdf,kerala_pdfs/mal_04_025_045.pdf
4.KOZHIKODE,25.BALUSSERI,046,Anganvadi No.46 Porali,kerala_pdfs/eng_04_025_046.pdf,kerala_pdfs/mal_04_025_046.pdf
4.KOZHIKODE,25.BALUSSERI,047,Krishna Vilasam Aided L.P.School Cherukkad Left Side,kerala_pdfs/eng_04_025_047.pdf,kerala_pdfs/mal_04_025_047.pdf
4.KOZHIKODE,25.BALUSSERI,048,Krishna Vilasam Aided L.P.School Cherukkad Right Side,kerala_pdfs/eng_04_025_048.pdf,kerala_pdfs/mal_04_025_048.pdf
4.KOZHIKODE,25.BALUSSERI,049,Koodathampoyil Anaganwadi,kerala_pdfs/eng_04_025_049.pdf,kerala_pdfs/mal_04_025_049.pdf
4.KOZHIKODE,25.BALUSSERI,050,St.Thomas HighSchool Koorachudnu North Side,kerala_pdfs/eng_04_025_050.pdf,kerala_pdfs/mal_04_025_050.pdf
4.KOZHIKODE,25.BALUSSERI,051,St.Thomas HighSchool Koorachudnu Middle Side,kerala_pdfs/eng_04_025_051.pdf,kerala_pdfs/mal_04_025_051.pdf
4.KOZHIKODE,25.BALUSSERI,052,St.Thomas HighSchool Koorachudnu Left Side,kerala_pdfs/eng_04_025_052.pdf,kerala_pdfs/mal_04_025_052.pdf
4.KOZHIKODE,25.BALUSSERI,053,St.Thomas U.P.School  Koorachudnu North  Side,kerala_pdfs/eng_04_025_053.pdf,kerala_pdfs/mal_04_025_053.pdf
4.KOZHIKODE,25.BALUSSERI,054,St.Thomas U P School Koorachundu (Stage Side),kerala_pdfs/eng_04_025_054.pdf,kerala_pdfs/mal_04_025_054.pdf
4.KOZHIKODE,25.BALUSSERI,055,St.Thomas U.P.School  Koorachudnu South  Side,kerala_pdfs/eng_04_025_055.pdf,kerala_pdfs/mal_04_025_055.pdf
4.KOZHIKODE,25.BALUSSERI,056,Govt L P School Kakkayam,kerala_pdfs/eng_04_025_056.pdf,kerala_pdfs/mal_04_025_056.pdf
4.KOZHIKODE,25.BALUSSERI,057,St. Maries Higher  Secondary School  Kallanode west Side,kerala_pdfs/eng_04_025_057.pdf,kerala_pdfs/mal_04_025_057.pdf
4.KOZHIKODE,25.BALUSSERI,058,St. Maries Higher  Secondary School  Kallanode ,kerala_pdfs/eng_04_025_058.pdf,kerala_pdfs/mal_04_025_058.pdf
4.KOZHIKODE,25.BALUSSERI,059,St. Maries Highschool  Kallanode ,kerala_pdfs/eng_04_025_059.pdf,kerala_pdfs/mal_04_025_059.pdf
4.KOZHIKODE,25.BALUSSERI,060,St.Thomas Higher Secondary Koorachundu,kerala_pdfs/eng_04_025_060.pdf,kerala_pdfs/mal_04_025_060.pdf
4.KOZHIKODE,25.BALUSSERI,061,Nirmala U.P.School Kattullamala ,kerala_pdfs/eng_04_025_061.pdf,kerala_pdfs/mal_04_025_061.pdf
4.KOZHIKODE,25.BALUSSERI,062,Nirmallur Lohya Memmorial Aided L P School(Right Side),kerala_pdfs/eng_04_025_062.pdf,kerala_pdfs/mal_04_025_062.pdf
4.KOZHIKODE,25.BALUSSERI,063,Nirmallur  East A L.P.School ,kerala_pdfs/eng_04_025_063.pdf,kerala_pdfs/mal_04_025_063.pdf
